,PC1,PC2,Label,Target,Vowel,VowelMarker,ID,Sex,Height,Position,Rounding
107,0.185035004814,0.069207410977,7,1.0,ah,$ah$,m25ah,0,near-open,central,0.0
108,0.122858314761,0.0989985844634,7,1.0,ah,$ah$,m27ah,0,near-open,central,0.0
109,0.147726543772,0.163274829811,7,1.0,ah,$ah$,m29ah,0,near-open,central,0.0
110,0.14319717507,0.0624701566164,7,1.0,ah,$ah$,m30ah,0,near-open,central,0.0
111,0.0907018960932,0.0958071473715,7,1.0,ah,$ah$,m31ah,0,near-open,central,0.0
112,0.196458438901,0.143837591868,7,1.0,ah,$ah$,m33ah,0,near-open,central,0.0
113,0.0799193441402,0.137047932022,7,1.0,ah,$ah$,m34ah,0,near-open,central,0.0
114,0.198102765715,0.117630940308,7,1.0,ah,$ah$,m35ah,0,near-open,central,0.0
115,0.149340204671,0.0890657606537,7,1.0,ah,$ah$,m36ah,0,near-open,central,0.0
116,0.177427974996,0.0448171035324,7,1.0,ah,$ah$,m38ah,0,near-open,central,0.0
117,0.186824541847,0.221332710419,7,1.0,ah,$ah$,m39ah,0,near-open,central,0.0
118,0.0906696170577,0.0965308015523,7,1.0,ah,$ah$,m40ah,0,near-open,central,0.0
119,0.177791793365,0.052581901213,7,1.0,ah,$ah$,m41ah,0,near-open,central,0.0
120,0.247343545683,0.147452132985,7,1.0,ah,$ah$,m42ah,0,near-open,central,0.0
121,0.254802294686,0.107953096485,7,1.0,ah,$ah$,m44ah,0,near-open,central,0.0
122,0.19696336228,0.0342545562419,7,1.0,ah,$ah$,m48ah,0,near-open,central,0.0
123,0.0871032043702,0.065504431564,7,1.0,ah,$ah$,m50ah,0,near-open,central,0.0
124,0.198068641094,0.20359081756,7,1.0,ah,$ah$,w01ah,1,near-open,central,0.0
125,0.126765882527,0.0990426136918,7,1.0,ah,$ah$,w02ah,1,near-open,central,0.0
126,0.231361873824,0.215159334015,7,1.0,ah,$ah$,w03ah,1,near-open,central,0.0
127,0.162996374757,0.0811173937831,7,1.0,ah,$ah$,w04ah,1,near-open,central,0.0
128,0.265427260629,0.1969054033,7,1.0,ah,$ah$,w05ah,1,near-open,central,0.0
129,0.357558590531,0.216628908837,7,1.0,ah,$ah$,w07ah,1,near-open,central,0.0
130,0.105579810313,0.0550205236443,7,1.0,ah,$ah$,w08ah,1,near-open,central,0.0
131,0.217511043386,0.183680229991,7,1.0,ah,$ah$,w09ah,1,near-open,central,0.0
132,0.1432993752,0.135005173118,7,1.0,ah,$ah$,w10ah,1,near-open,central,0.0
133,0.26418321191,0.120938956679,7,1.0,ah,$ah$,w11ah,1,near-open,central,0.0
134,0.181972678005,0.129385532795,7,1.0,ah,$ah$,w13ah,1,near-open,central,0.0
135,0.152751626049,0.190549215312,7,1.0,ah,$ah$,w15ah,1,near-open,central,0.0
136,0.201326157327,0.222311611519,7,1.0,ah,$ah$,w16ah,1,near-open,central,0.0
137,0.163701338599,0.147695056508,7,1.0,ah,$ah$,w17ah,1,near-open,central,0.0
138,0.140851310984,0.145932047174,7,1.0,ah,$ah$,w19ah,1,near-open,central,0.0
139,0.256871159901,0.0678870548385,7,1.0,ah,$ah$,w20ah,1,near-open,central,0.0
140,0.175220811046,0.0424897593602,7,1.0,ah,$ah$,w21ah,1,near-open,central,0.0
141,0.284399929003,0.158520472972,7,1.0,ah,$ah$,w22ah,1,near-open,central,0.0
142,0.204551764101,0.128719318927,7,1.0,ah,$ah$,w23ah,1,near-open,central,0.0
143,0.183499758128,0.227939227296,7,1.0,ah,$ah$,w24ah,1,near-open,central,0.0
144,0.192004677409,0.205773151467,7,1.0,ah,$ah$,w25ah,1,near-open,central,0.0
145,0.237367374777,0.0682569514684,7,1.0,ah,$ah$,w26ah,1,near-open,central,0.0
146,0.0612101308332,0.132550484624,7,1.0,ah,$ah$,w27ah,1,near-open,central,0.0
147,0.194354887143,0.0738199399164,7,1.0,ah,$ah$,w28ah,1,near-open,central,0.0
148,0.246025295343,0.152675044691,7,1.0,ah,$ah$,w29ah,1,near-open,central,0.0
149,0.174088387966,0.179865257088,7,1.0,ah,$ah$,w30ah,1,near-open,central,0.0
150,0.168235046043,0.063097861649,7,1.0,ah,$ah$,w31ah,1,near-open,central,0.0
151,0.23568089855,0.196564321763,7,1.0,ah,$ah$,w34ah,1,near-open,central,0.0
152,0.285635890333,0.200527433706,7,1.0,ah,$ah$,w35ah,1,near-open,central,0.0
153,0.146926103804,0.153370532902,7,1.0,ah,$ah$,w36ah,1,near-open,central,0.0
154,0.152064559879,0.197287590284,7,1.0,ah,$ah$,w38ah,1,near-open,central,0.0
155,0.293651676126,0.1765280479,7,1.0,ah,$ah$,w39ah,1,near-open,central,0.0
156,0.2674294927,0.0416434228523,7,1.0,ah,$ah$,w40ah,1,near-open,central,0.0
157,0.217023138959,0.0901362614199,7,1.0,ah,$ah$,w41ah,1,near-open,central,0.0
158,0.209953312135,0.180877927363,7,1.0,ah,$ah$,w44ah,1,near-open,central,0.0
159,0.281622281886,0.136739711975,7,1.0,ah,$ah$,w45ah,1,near-open,central,0.0
160,0.181971803015,0.159887209622,7,1.0,ah,$ah$,w46ah,1,near-open,central,0.0
161,0.202682381109,0.205247535853,7,1.0,ah,$ah$,w47ah,1,near-open,central,0.0
162,0.152671939946,0.0731732249651,7,1.0,ah,$ah$,w48ah,1,near-open,central,0.0
163,0.280493146473,0.166948013892,7,1.0,ah,$ah$,w50ah,1,near-open,central,0.0
164,0.0540528986494,0.14114670633,7,1.0,ah,$ah$,b01ah,2,near-open,central,0.0
165,0.0914012784917,0.173534948265,7,1.0,ah,$ah$,b03ah,2,near-open,central,0.0
166,0.0673813218178,0.126358362271,7,1.0,ah,$ah$,b04ah,2,near-open,central,0.0
167,0.262931144256,0.113192186876,7,1.0,ah,$ah$,b05ah,2,near-open,central,0.0
168,0.204638061096,0.0778226072708,7,1.0,ah,$ah$,b07ah,2,near-open,central,0.0
169,0.21365996137,0.144977535391,7,1.0,ah,$ah$,b09ah,2,near-open,central,0.0
170,0.217221019853,0.282471927072,7,1.0,ah,$ah$,b10ah,2,near-open,central,0.0
171,0.0824704707913,0.148306776061,7,1.0,ah,$ah$,b11ah,2,near-open,central,0.0
172,0.178172344153,0.0484411814425,7,1.0,ah,$ah$,b12ah,2,near-open,central,0.0
173,0.129657408513,0.144194304928,7,1.0,ah,$ah$,b13ah,2,near-open,central,0.0
174,0.211519753587,0.200363379088,7,1.0,ah,$ah$,b14ah,2,near-open,central,0.0
175,0.187456656274,0.122241855961,7,1.0,ah,$ah$,b17ah,2,near-open,central,0.0
176,0.142820281902,0.206822927708,7,1.0,ah,$ah$,b18ah,2,near-open,central,0.0
177,0.170392316965,0.2411450557,7,1.0,ah,$ah$,b21ah,2,near-open,central,0.0
178,0.194251398916,0.0767020453525,7,1.0,ah,$ah$,b22ah,2,near-open,central,0.0
179,0.285892734729,0.216433225093,7,1.0,ah,$ah$,b23ah,2,near-open,central,0.0
180,0.117184562631,0.173948014057,7,1.0,ah,$ah$,b25ah,2,near-open,central,0.0
181,0.30302132238,0.258007172476,7,1.0,ah,$ah$,b27ah,2,near-open,central,0.0
182,0.284850026541,0.245264824032,7,1.0,ah,$ah$,b28ah,2,near-open,central,0.0
183,0.215662405937,0.141954351452,7,1.0,ah,$ah$,b29ah,2,near-open,central,0.0
184,0.247272218853,0.127614256894,7,1.0,ah,$ah$,g01ah,3,near-open,central,0.0
185,0.283297137354,0.253288030112,7,1.0,ah,$ah$,g02ah,3,near-open,central,0.0
186,0.0892133054658,0.17571338938,7,1.0,ah,$ah$,g05ah,3,near-open,central,0.0
187,0.203537664639,0.262015888115,7,1.0,ah,$ah$,g06ah,3,near-open,central,0.0
188,0.0639433823966,0.129332236353,7,1.0,ah,$ah$,g08ah,3,near-open,central,0.0
189,0.264654538631,0.220637871543,7,1.0,ah,$ah$,g09ah,3,near-open,central,0.0
190,0.056836154531,0.0763008129847,7,1.0,ah,$ah$,g10ah,3,near-open,central,0.0
191,0.136396017006,0.225837238694,7,1.0,ah,$ah$,g12ah,3,near-open,central,0.0
192,0.146948441884,0.085359198274,7,1.0,ah,$ah$,g13ah,3,near-open,central,0.0
193,0.250771694504,0.15826918193,7,1.0,ah,$ah$,g14ah,3,near-open,central,0.0
194,0.297588980405,0.292624483497,7,1.0,ah,$ah$,g15ah,3,near-open,central,0.0
195,0.196536074064,0.0704787613514,7,1.0,ah,$ah$,g17ah,3,near-open,central,0.0
196,0.061244377794,0.263742052485,7,1.0,ah,$ah$,g19ah,3,near-open,central,0.0
197,0.196056393235,0.132952748708,7,1.0,ah,$ah$,g21ah,3,near-open,central,0.0
198,0.37198454123,0.0765999500264,7,2.0,aw,$aw$,m01aw,0,open,back,1.0
199,0.449911292982,0.0486760324523,7,2.0,aw,$aw$,m02aw,0,open,back,1.0
200,0.407455638397,0.015584421624,7,2.0,aw,$aw$,m03aw,0,open,back,1.0
201,0.406043499937,0.0490881087531,7,2.0,aw,$aw$,m04aw,0,open,back,1.0
202,0.412587049225,0.0867105179486,7,2.0,aw,$aw$,m06aw,0,open,back,1.0
203,0.354738261564,0.0554343306701,7,2.0,aw,$aw$,m07aw,0,open,back,1.0
204,0.303371782513,0.046077784132,7,2.0,aw,$aw$,m08aw,0,open,back,1.0
205,0.397091666207,0.0157872060044,7,2.0,aw,$aw$,m10aw,0,open,back,1.0
206,0.270013326608,0.089693438822,7,2.0,aw,$aw$,m11aw,0,open,back,1.0
207,0.335456093133,0.0322606604904,7,2.0,aw,$aw$,m13aw,0,open,back,1.0
208,0.315842805459,0.0395657017333,7,2.0,aw,$aw$,m14aw,0,open,back,1.0
209,0.285334120346,-0.00614987183723,7,2.0,aw,$aw$,m16aw,0,open,back,1.0
210,0.304866661871,0.0665571451852,7,2.0,aw,$aw$,m17aw,0,open,back,1.0
211,0.359836818455,0.0194655864546,7,2.0,aw,$aw$,m18aw,0,open,back,1.0
212,0.31506215436,0.0464089721178,7,2.0,aw,$aw$,m20aw,0,open,back,1.0
213,0.264878066295,0.0536257785466,7,2.0,aw,$aw$,m22aw,0,open,back,1.0
214,0.385008217794,0.0680792995791,7,2.0,aw,$aw$,m23aw,0,open,back,1.0
215,0.272215409157,0.076471502652,7,2.0,aw,$aw$,m24aw,0,open,back,1.0
216,0.311945398514,0.0216333373473,7,2.0,aw,$aw$,m25aw,0,open,back,1.0
217,0.300528815439,0.0775122212634,7,2.0,aw,$aw$,m27aw,0,open,back,1.0
218,0.342756123447,0.0103349934626,7,2.0,aw,$aw$,m28aw,0,open,back,1.0
219,0.316894078829,0.114859568711,7,2.0,aw,$aw$,m29aw,0,open,back,1.0
220,0.29368200787,0.0259741304199,7,2.0,aw,$aw$,m30aw,0,open,back,1.0
221,0.184917880831,0.0792886818663,7,2.0,aw,$aw$,m31aw,0,open,back,1.0
222,0.287417356142,0.0491911554397,7,2.0,aw,$aw$,m33aw,0,open,back,1.0
223,0.301487162232,0.0218763331652,7,2.0,aw,$aw$,m34aw,0,open,back,1.0
224,0.291379394443,0.0352457350342,7,2.0,aw,$aw$,m35aw,0,open,back,1.0
225,0.28815538969,0.0250076079611,7,2.0,aw,$aw$,m36aw,0,open,back,1.0
226,0.25892955189,0.076200992554,7,2.0,aw,$aw$,m37aw,0,open,back,1.0
227,0.259206258781,0.00651737336188,7,2.0,aw,$aw$,m38aw,0,open,back,1.0
228,0.379268847511,0.117395108572,7,2.0,aw,$aw$,m39aw,0,open,back,1.0
229,0.184956049564,0.0489268878475,7,2.0,aw,$aw$,m40aw,0,open,back,1.0
230,0.313004711778,0.0629437322944,7,2.0,aw,$aw$,m41aw,0,open,back,1.0
231,0.36091809767,0.060056220156,7,2.0,aw,$aw$,m42aw,0,open,back,1.0
232,0.383000164818,0.0248474949693,7,2.0,aw,$aw$,m44aw,0,open,back,1.0
233,0.353855592674,0.0431193456879,7,2.0,aw,$aw$,m45aw,0,open,back,1.0
234,0.28520206247,0.0292899324691,7,2.0,aw,$aw$,m47aw,0,open,back,1.0
235,0.254296625039,0.0109440742836,7,2.0,aw,$aw$,m48aw,0,open,back,1.0
236,0.387821939535,0.0310589469723,7,2.0,aw,$aw$,m49aw,0,open,back,1.0
237,0.268576016403,0.0708805861363,7,2.0,aw,$aw$,m50aw,0,open,back,1.0
238,0.329584557641,0.0989622178848,7,2.0,aw,$aw$,w01aw,1,open,back,1.0
239,0.282477039791,0.0585304920484,7,2.0,aw,$aw$,w02aw,1,open,back,1.0
240,0.277943578869,0.0615484066411,7,2.0,aw,$aw$,w04aw,1,open,back,1.0
241,0.382454880487,0.128653112696,7,2.0,aw,$aw$,w07aw,1,open,back,1.0
242,0.221380950398,0.0552954326836,7,2.0,aw,$aw$,w08aw,1,open,back,1.0
243,0.450301540748,0.214960365469,7,2.0,aw,$aw$,w09aw,1,open,back,1.0
244,0.319690636881,0.0756451400488,7,2.0,aw,$aw$,w10aw,1,open,back,1.0
245,0.346984579202,0.0696169180617,7,2.0,aw,$aw$,w11aw,1,open,back,1.0
246,0.220132354163,0.215847717401,7,2.0,aw,$aw$,w12aw,1,open,back,1.0
247,0.263750406638,0.067001457688,7,2.0,aw,$aw$,w13aw,1,open,back,1.0
248,0.387052623651,0.0566315078301,7,2.0,aw,$aw$,w14aw,1,open,back,1.0
249,0.328276834117,0.132504400694,7,2.0,aw,$aw$,w15aw,1,open,back,1.0
250,0.374056601737,0.0900590888917,7,2.0,aw,$aw$,w16aw,1,open,back,1.0
251,0.337258066641,0.0699294616,7,2.0,aw,$aw$,w17aw,1,open,back,1.0
252,0.37639999647,0.107738627831,7,2.0,aw,$aw$,w19aw,1,open,back,1.0
253,0.32473541922,0.0139369400938,7,2.0,aw,$aw$,w20aw,1,open,back,1.0
254,0.312908558011,0.0120383346918,7,2.0,aw,$aw$,w21aw,1,open,back,1.0
255,0.355649599628,0.018041404696,7,2.0,aw,$aw$,w22aw,1,open,back,1.0
256,0.250598596095,0.122971489046,7,2.0,aw,$aw$,w23aw,1,open,back,1.0
257,0.224820657226,0.0924244187618,7,2.0,aw,$aw$,w24aw,1,open,back,1.0
258,0.297703643606,0.0854967715177,7,2.0,aw,$aw$,w25aw,1,open,back,1.0
259,0.299779916762,0.0144948639342,7,2.0,aw,$aw$,w26aw,1,open,back,1.0
260,0.186037232021,0.10560702552,7,2.0,aw,$aw$,w28aw,1,open,back,1.0
261,0.352562022486,0.1388087174,7,2.0,aw,$aw$,w30aw,1,open,back,1.0
262,0.240383864871,0.0554338812161,7,2.0,aw,$aw$,w31aw,1,open,back,1.0
263,0.29094166901,0.069941963848,7,2.0,aw,$aw$,w32aw,1,open,back,1.0
264,0.360754963515,0.112784885729,7,2.0,aw,$aw$,w34aw,1,open,back,1.0
265,0.343783549586,0.0689830904763,7,2.0,aw,$aw$,w35aw,1,open,back,1.0
266,0.364300617095,0.0820512673577,7,2.0,aw,$aw$,w36aw,1,open,back,1.0
267,0.453495510595,0.0767582502652,7,2.0,aw,$aw$,w37aw,1,open,back,1.0
268,0.323972651062,0.109407486836,7,2.0,aw,$aw$,w38aw,1,open,back,1.0
269,0.339053558766,0.0917850148252,7,2.0,aw,$aw$,w39aw,1,open,back,1.0
270,0.353935766659,0.0959023545222,7,2.0,aw,$aw$,w42aw,1,open,back,1.0
271,0.400366939327,0.109657067744,7,2.0,aw,$aw$,w44aw,1,open,back,1.0
272,0.374516915905,0.105738682712,7,2.0,aw,$aw$,w46aw,1,open,back,1.0
273,0.364253995334,0.138903522237,7,2.0,aw,$aw$,w47aw,1,open,back,1.0
274,0.350407448333,0.0504326982805,7,2.0,aw,$aw$,w48aw,1,open,back,1.0
275,0.374434996407,-0.037079933928,7,2.0,aw,$aw$,w49aw,1,open,back,1.0
276,0.34814571137,0.173014989944,7,2.0,aw,$aw$,w50aw,1,open,back,1.0
277,0.155282956561,0.0582636382755,7,2.0,aw,$aw$,b01aw,2,open,back,1.0
278,0.262549059864,0.0928944694738,7,2.0,aw,$aw$,b02aw,2,open,back,1.0
279,0.239397581334,0.120243524122,7,2.0,aw,$aw$,b03aw,2,open,back,1.0
280,0.271746064081,0.0636284525772,7,2.0,aw,$aw$,b04aw,2,open,back,1.0
281,0.336152215425,-0.000693521470007,7,2.0,aw,$aw$,b05aw,2,open,back,1.0
282,0.288708081691,0.0942215770413,7,2.0,aw,$aw$,b07aw,2,open,back,1.0
283,0.431185329029,0.094807915155,7,2.0,aw,$aw$,b09aw,2,open,back,1.0
284,0.231043618006,-0.0163909091947,7,2.0,aw,$aw$,b10aw,2,open,back,1.0
285,0.234326191837,0.0544153010798,7,2.0,aw,$aw$,b11aw,2,open,back,1.0
286,0.200346065626,0.147375196649,7,2.0,aw,$aw$,b12aw,2,open,back,1.0
287,0.247659829472,0.116557787712,7,2.0,aw,$aw$,b13aw,2,open,back,1.0
288,0.386369179659,0.171452993904,7,2.0,aw,$aw$,b14aw,2,open,back,1.0
289,0.281496786855,0.0213091395937,7,2.0,aw,$aw$,b15aw,2,open,back,1.0
290,0.430266989301,0.100154577789,7,2.0,aw,$aw$,b16aw,2,open,back,1.0
291,0.365694710245,0.0465219869035,7,2.0,aw,$aw$,b17aw,2,open,back,1.0
292,0.19789957437,0.049685690714,7,2.0,aw,$aw$,b18aw,2,open,back,1.0
293,0.228985553526,0.106788665517,7,2.0,aw,$aw$,b19aw,2,open,back,1.0
